Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,WIRELESS,14084080,246
CORDOBA,Presidente Roque Sáenz Peña,Serrano,CABLEMODEM,14084090,6160
CORDOBA,Presidente Roque Sáenz Peña,Serrano,Otros,14084090,7531
CORDOBA,Presidente Roque Sáenz Peña,Serrano,SATELITAL,14084090,2635
CORDOBA,Presidente Roque Sáenz Peña,Serrano,WIRELESS,14084090,1
CORDOBA,Punilla,Bialet Massé,ADSL,14091020,4788
CORDOBA,Punilla,Bialet Massé,WIRELESS,14091020,4158
CORDOBA,Punilla,Cabalango,WIRELESS,14091030,59
CORDOBA,Punilla,Capilla del Monte,ADSL,14091040,13970
CORDOBA,Punilla,Capilla del Monte,CABLEMODEM,14091040,65
CORDOBA,Punilla,Capilla del Monte,WIRELESS,14091040,10752
CORDOBA,Punilla,Casa Grande,WIRELESS,14091050,8
CORDOBA,Punilla,Charbonier,WIRELESS,14091060,4
CORDOBA,Punilla,Cosquín,ADSL,14091070,31212
CORDOBA,Punilla,Cosquín,CABLEMODEM,14091070,4
CORDOBA,Punilla,Cosquín,FIBRA OPTICA,14091070,1
CORDOBA,Punilla,Cosquín,WIRELESS,14091070,26904
CORDOBA,Punilla,Cuesta Blanca,WIRELESS,14091080,1
CORDOBA,Punilla,Estancia Vieja,WIRELESS,14091090,3308
CORDOBA,Punilla,Huerta Grande,CABLEMODEM,14091100,298
CORDOBA,Punilla,Huerta Grande,FIBRA OPTICA,14091100,14957
CORDOBA,Punilla,Huerta Grande,WIRELESS,14091100,1
CORDOBA,Punilla,La Cumbre,ADSL,14091110,36
CORDOBA,Punilla,La Cumbre,WIRELESS,14091110,75
CORDOBA,Punilla,La Falda,ADSL,14091120,501
CORDOBA,Punilla,La Falda,CABLEMODEM,14091120,560
CORDOBA,Punilla,La Falda,FIBRA OPTICA,14091120,2454
CORDOBA,Punilla,La Falda,WIRELESS,14091120,6028
CORDOBA,Punilla,Las Jarillas,WIRELESS,14091130,7796
CORDOBA,Punilla,Los Cocos,ADSL,14091140,1303
CORDOBA,Punilla,Los Cocos,WIRELESS,14091140,3058
CORDOBA,Punilla,Mayu Sumaj,CABLEMODEM,14091160,8562
CORDOBA,Punilla,Mayu Sumaj,WIRELESS,14091160,10908
CORDOBA,Punilla,San Antonio de Arredondo,CABLEMODEM,14091180,1
CORDOBA,Punilla,San Antonio de Arredondo,FIBRA OPTICA,14091180,4105
CORDOBA,Punilla,San Antonio de Arredondo,WIRELESS,14091180,18
CORDOBA,Punilla,San Esteban,ADSL,14091190,3315
CORDOBA,Punilla,San Esteban,WIRELESS,14091190,9779
CORDOBA,Punilla,San Roque,WIRELESS,14091200,3
CORDOBA,Punilla,Santa María de Punilla,ADSL,14091210,8067
CORDOBA,Punilla,Santa María de Punilla,FIBRA OPTICA,14091210,11819
CORDOBA,Punilla,Santa María de Punilla,Otros,14091210,16162
CORDOBA,Punilla,Santa María de Punilla,WIRELESS,14091210,102
CORDOBA,Punilla,Tala Huasi,WIRELESS,14091220,5897
CORDOBA,Punilla,Tanti,Otros,14091230,184
CORDOBA,Punilla,Tanti,WIRELESS,14091230,152
CORDOBA,Punilla,Valle Hermoso,ADSL,14091240,9140
CORDOBA,Punilla,Valle Hermoso,CABLEMODEM,14091240,19396
CORDOBA,Punilla,Valle Hermoso,FIBRA OPTICA,14091240,1
CORDOBA,Punilla,Valle Hermoso,WIRELESS,14091240,103
CORDOBA,Punilla,Villa Carlos Paz,ADSL,14091250,34
CORDOBA,Punilla,Villa Carlos Paz,CABLEMODEM,14091250,1
CORDOBA,Punilla,Villa Carlos Paz,FIBRA OPTICA,14091250,348
CORDOBA,Punilla,Villa Carlos Paz,Otros,14091250,9
CORDOBA,Punilla,Villa Carlos Paz,SATELITAL,14091250,261
CORDOBA,Punilla,Villa Carlos Paz,WIRELESS,14091250,16736
CORDOBA,Punilla,Villa Giardino,ADSL,14091270,84
CORDOBA,Punilla,Villa Giardino,WIRELESS,14091270,1206
CORDOBA,Punilla,Villa Parque Siquimán,WIRELESS,14091290,40
CORDOBA,Punilla,Villa Río Icho Cruz,WIRELESS,14091300,42
CORDOBA,Punilla,Villa Santa Cruz del Lago,ADSL,14091320,110
CORDOBA,Punilla,Villa Santa Cruz del Lago,WIRELESS,14091320,131
CORDOBA,Río Cuarto,Achiras,FIBRA OPTICA,14098010,6799
CORDOBA,Río Cuarto,Achiras,WIRELESS,14098010,41
CORDOBA,Río Cuarto,Adelia María,ADSL,14098020,74
CORDOBA,Río Cuarto,Adelia María,CABLEMODEM,14098020,1
CORDOBA,Río Cuarto,Adelia María,FIBRA OPTICA,14098020,1189
CORDOBA,Río Cuarto,Adelia María,WIRELESS,14098020,1539
CORDOBA,Río Cuarto,Alcira (Est. Gigena),ADSL,14098030,6267
CORDOBA,Río Cuarto,Alcira (Est. Gigena),FIBRA OPTICA,14098030,8
CORDOBA,Río Cuarto,Alcira (Est. Gigena),SATELITAL,14098030,8365
CORDOBA,Río Cuarto,ALPA CORRAL,Otros,14098040,4939
CORDOBA,Río Cuarto,Berrotarán,ADSL,14098050,8187
CORDOBA,Río Cuarto,Berrotarán,CABLEMODEM,14098050,330
CORDOBA,Río Cuarto,Berrotarán,FIBRA OPTICA,14098050,6870
CORDOBA,Río Cuarto,Berrotarán,WIRELESS,14098050,59860
CORDOBA,Río Cuarto,Bulnes,ADSL,14098060,88
CORDOBA,Río Cuarto,Bulnes,SATELITAL,14098060,1687
CORDOBA,Río Cuarto,Chaján,FIBRA OPTICA,14098070,4
CORDOBA,Río Cuarto,Chaján,SATELITAL,14098070,2279
CORDOBA,Río Cuarto,Chucul,ADSL,14098080,11
CORDOBA,Río Cuarto,Chucul,FIBRA OPTICA,14098080,2
CORDOBA,Río Cuarto,Chucul,WIRELESS,14098080,1
CORDOBA,Río Cuarto,Coronel Baigorria,FIBRA OPTICA,14098090,80
CORDOBA,Río Cuarto,Coronel Moldes,ADSL,14098100,74
CORDOBA,Río Cuarto,Coronel Moldes,Otros,14098100,28966
CORDOBA,Río Cuarto,Elena,ADSL,14098110,37144
CORDOBA,Río Cuarto,Elena,FIBRA OPTICA,14098110,357
CORDOBA,Río Cuarto,Elena,WIRELESS,14098110,1
CORDOBA,Río Cuarto,La Carolina,ADSL,14098120,98
CORDOBA,Río Cuarto,La Carolina,SATELITAL,14098120,28138
CORDOBA,Río Cuarto,La Carolina,WIRELESS,14098120,79
CORDOBA,Río Cuarto,Las Acequias,ADSL,14098150,2001
CORDOBA,Río Cuarto,Las Acequias,FIBRA OPTICA,14098150,480
CORDOBA,Río Cuarto,Las Albahacas,ADSL,14098160,75
CORDOBA,Río Cuarto,LAS ALBAHACAS,Otros,14098160,199
CORDOBA,Río Cuarto,Las Higueras,ADSL,14098170,22628
CORDOBA,Río Cuarto,Las Higueras,CABLEMODEM,14098170,21
CORDOBA,Río Cuarto,Las Higueras,FIBRA OPTICA,14098170,3
CORDOBA,Río Cuarto,Las Peñas,ADSL,14098180,723
CORDOBA,Río Cuarto,Las Peñas,WIRELESS,14098180,1298
CORDOBA,Río Cuarto,Las Vertientes,ADSL,14098190,606
CORDOBA,Río Cuarto,Las Vertientes,FIBRA OPTICA,14098190,4403
CORDOBA,Río Cuarto,OTROS,Otros,Sin Datos,11509
CORDOBA,Río Cuarto,Río Cuarto,ADSL,14098230,1048
CORDOBA,Río Cuarto,Río Cuarto,CABLEMODEM,14098230,242
CORDOBA,Río Cuarto,Río Cuarto,DIAL UP,14098230,3282
CORDOBA,Río Cuarto,Río Cuarto,FIBRA OPTICA,14098230,86
CORDOBA,Río Cuarto,Río Cuarto,SATELITAL,14098230,9292
CORDOBA,Río Cuarto,Río Cuarto,WIRELESS,14098230,9
CORDOBA,Río Cuarto,Sampacho,ADSL,14098240,3495
CORDOBA,Río Cuarto,Sampacho,FIBRA OPTICA,14098240,935
CORDOBA,Río Cuarto,SAMPACHO,Otros,14098240,10727
CORDOBA,Río Cuarto,Sampacho,WIRELESS,14098240,902
CORDOBA,Río Cuarto,San Basilio,ADSL,14098250,724
CORDOBA,Río Cuarto,San Basilio,FIBRA OPTICA,14098250,339
CORDOBA,Río Cuarto,San Basilio,SATELITAL,14098250,10448
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),ADSL,14098260,19331
CORDOBA,Río Cuarto,Vicuña Mackenna,ADSL,14098290,1
CORDOBA,Río Cuarto,Vicuña Mackenna,CABLEMODEM,14098290,1142
CORDOBA,Río Cuarto,Vicuña Mackenna,FIBRA OPTICA,14098290,467
CORDOBA,Río Cuarto,Vicuña Mackenna,SATELITAL,14098290,3
CORDOBA,Río Cuarto,VILLA EL CHACAY,Otros,14098300,66
CORDOBA,Río Cuarto,Washington,WIRELESS,14098320,8484
CORDOBA,Río Primero,Cañada de Machado,WIRELESS,14105020,59
CORDOBA,Río Primero,Diego de Rojas,FIBRA OPTICA,14105060,1
CORDOBA,Río Primero,Esquina,FIBRA OPTICA,14105090,163
CORDOBA,Río Primero,Esquina,SATELITAL,14105090,465
CORDOBA,Río Primero,La Para,CABLEMODEM,14105110,491
CORDOBA,Río Primero,La Para,FIBRA OPTICA,14105110,2773
CORDOBA,Río Primero,La Para,SATELITAL,14105110,1418
CORDOBA,Río Primero,La Para,WIRELESS,14105110,1
CORDOBA,Río Primero,La Puerta,FIBRA OPTICA,14105130,343
CORDOBA,Río Primero,La Puerta,WIRELESS,14105130,6372
CORDOBA,Río Primero,La Quinta,WIRELESS,14105140,4
CORDOBA,Río Primero,Montecristo,ADSL,14105190,2622
CORDOBA,Río Primero,Montecristo,FIBRA OPTICA,14105190,112
CORDOBA,Río Primero,Montecristo,SATELITAL,14105190,21080
CORDOBA,Río Primero,Montecristo,WIRELESS,14105190,7604
CORDOBA,Río Primero,Obispo Trejo,Otros,14105200,1836
CORDOBA,Río Primero,OTROS,WIRELESS,Sin Datos,1486
CORDOBA,Río Primero,Piquillín,ADSL,14105210,74779
CORDOBA,Río Primero,Río Primero,ADSL,14105240,137
CORDOBA,Río Primero,Río Primero,FIBRA OPTICA,14105240,35
CORDOBA,Río Primero,Río Primero,WIRELESS,14105240,3
CORDOBA,Río Primero,Santa Rosa de Río Primero,ADSL,14105260,4892
CORDOBA,Río Primero,Santa Rosa de Río Primero,FIBRA OPTICA,14105260,1244
CORDOBA,Río Primero,Santa Rosa de Río Primero,Otros,14105260,469
CORDOBA,Río Primero,Santa Rosa de Río Primero,WIRELESS,14105260,25
CORDOBA,Río Primero,Villa Fontana,FIBRA OPTICA,14105270,275
CORDOBA,Río Primero,Villa Fontana,Otros,14105270,11743
CORDOBA,Río Primero,Villa Fontana,WIRELESS,14105270,4
CORDOBA,Río Seco,Cerro Colorado,WIRELESS,14112010,26
CORDOBA,Río Seco,Rayo Cortado,Otros,14112080,20
CORDOBA,Río Seco,Rayo Cortado,WIRELESS,14112080,218
CORDOBA,Río Seco,Sebastián Elcano,FIBRA OPTICA,14112110,6504
CORDOBA,Río Seco,Villa de María,CABLEMODEM,14112130,1795
CORDOBA,Río Seco,Villa de María,Otros,14112130,2534
CORDOBA,Río Seco,Villa de María,WIRELESS,14112130,2001
CORDOBA,Río Segundo,Calchín,CABLEMODEM,14119010,479
CORDOBA,Río Segundo,Calchín,Otros,14119010,1839
CORDOBA,Río Segundo,Capilla del Carmen,CABLEMODEM,14119030,1964
CORDOBA,Río Segundo,Capilla del Carmen,WIRELESS,14119030,1
CORDOBA,Río Segundo,Carrilobo,CABLEMODEM,14119040,2324
CORDOBA,Río Segundo,Carrilobo,FIBRA OPTICA,14119040,6
CORDOBA,Río Segundo,Carrilobo,SATELITAL,14119040,8522
CORDOBA,Río Segundo,Carrilobo,WIRELESS,14119040,1494
CORDOBA,Río Segundo,Colazo,FIBRA OPTICA,14119050,4271
CORDOBA,Río Segundo,Colazo,SATELITAL,14119050,725
CORDOBA,Río Segundo,Costasacate,ADSL,14119070,3075
CORDOBA,Río Segundo,Costasacate,FIBRA OPTICA,14119070,39
CORDOBA,Río Segundo,Costasacate,WIRELESS,14119070,1454
CORDOBA,Río Segundo,Laguna Larga,ADSL,14119090,2157
CORDOBA,Río Segundo,Laguna Larga,FIBRA OPTICA,14119090,516
CORDOBA,Río Segundo,Laguna Larga,WIRELESS,14119090,12
CORDOBA,Río Segundo,Las Junturas,ADSL,14119100,5419
CORDOBA,Río Segundo,Las Junturas,FIBRA OPTICA,14119100,166
CORDOBA,Río Segundo,Las Junturas,SATELITAL,14119100,422
CORDOBA,Río Segundo,Los Chañaritos,ADSL,14119110,17806
CORDOBA,Río Segundo,Los Chañaritos,FIBRA OPTICA,14119110,32
CORDOBA,Río Segundo,Los Chañaritos,Otros,14119110,335
CORDOBA,Río Segundo,Los Chañaritos,WIRELESS,14119110,101
CORDOBA,Río Segundo,Luque,ADSL,14119120,5
CORDOBA,Río Segundo,Luque,CABLEMODEM,14119120,7169
CORDOBA,Río Segundo,Luque,FIBRA OPTICA,14119120,6232
CORDOBA,Río Segundo,Luque,WIRELESS,14119120,521
CORDOBA,Río Segundo,Manfredi,ADSL,14119130,25331
CORDOBA,Río Segundo,Manfredi,FIBRA OPTICA,14119130,172
CORDOBA,Río Segundo,Oncativo,ADSL,14119150,5288
CORDOBA,Río Segundo,Oncativo,CABLEMODEM,14119150,20053
CORDOBA,Río Segundo,Oncativo,FIBRA OPTICA,14119150,28300
CORDOBA,Río Segundo,Oncativo,WIRELESS,14119150,5844
CORDOBA,Río Segundo,Pilar,ADSL,14119160,11566
CORDOBA,Río Segundo,Pilar,FIBRA OPTICA,14119160,1440
CORDOBA,Río Segundo,Pilar,WIRELESS,14119160,149861
CORDOBA,Río Segundo,Pozo del Molle,FIBRA OPTICA,14119170,1123
CORDOBA,Río Segundo,Rincón,CABLEMODEM,14119180,75
CORDOBA,Río Segundo,Rincón,WIRELESS,14119180,22896
CORDOBA,Río Segundo,Río Segundo,ADSL,14119190,33
CORDOBA,Río Segundo,Río Segundo,FIBRA OPTICA,14119190,8
CORDOBA,Río Segundo,Río Segundo,WIRELESS,14119190,41354
CORDOBA,Río Segundo,Santiago Temple,ADSL,14119200,39
CORDOBA,Río Segundo,Santiago Temple,CABLEMODEM,14119200,7925
CORDOBA,Río Segundo,Santiago Temple,FIBRA OPTICA,14119200,12512
CORDOBA,Río Segundo,Santiago Temple,Otros,14119200,58
CORDOBA,Río Segundo,Santiago Temple,SATELITAL,14119200,18
CORDOBA,Río Segundo,Santiago Temple,WIRELESS,14119200,2
CORDOBA,Río Segundo,Villa del Rosario,ADSL,14119210,2015
CORDOBA,Río Segundo,Villa del Rosario,CABLEMODEM,14119210,157880
CORDOBA,Río Segundo,Villa del Rosario,FIBRA OPTICA,14119210,4
CORDOBA,Río Segundo,Villa del Rosario,WIRELESS,14119210,303
CORDOBA,San Alberto,Arroyo Los Patos,CABLEMODEM,14126020,51
CORDOBA,San Alberto,Arroyo Los Patos,FIBRA OPTICA,14126020,3422
CORDOBA,San Alberto,Arroyo Los Patos,WIRELESS,14126020,1
CORDOBA,San Alberto,El Huayco,ADSL,14126030,30
CORDOBA,San Alberto,El Huayco,WIRELESS,14126030,198040
CORDOBA,San Alberto,La Cortadera,FIBRA OPTICA,14126040,852
CORDOBA,San Alberto,Las Calles,FIBRA OPTICA,14126050,1
CORDOBA,San Alberto,Las Calles,WIRELESS,14126050,1499
CORDOBA,San Alberto,Las Rabonas,Otros,14126070,9810
CORDOBA,San Alberto,Las Rabonas,WIRELESS,14126070,492
CORDOBA,San Alberto,Mina Clavero,ADSL,14126090,143541
CORDOBA,San Alberto,Mina Clavero,CABLEMODEM,14126090,2041
CORDOBA,San Alberto,Mina Clavero,FIBRA OPTICA,14126090,1
CORDOBA,San Alberto,Mina Clavero,Otros,14126090,10896
CORDOBA,San Alberto,Nono,ADSL,14126110,2582
CORDOBA,San Alberto,Nono,CABLEMODEM,14126110,1
CORDOBA,San Alberto,Nono,FIBRA OPTICA,14126110,14
CORDOBA,San Alberto,Nono,WIRELESS,14126110,777
CORDOBA,San Alberto,San Huberto,FIBRA OPTICA,14126130,950
CORDOBA,San Alberto,San Huberto,WIRELESS,14126130,2
CORDOBA,San Alberto,San Lorenzo,WIRELESS,14126140,39
CORDOBA,San Alberto,San Pedro,FIBRA OPTICA,14126160,139
CORDOBA,San Alberto,San Pedro,WIRELESS,14126160,908
CORDOBA,San Alberto,San Vicente,FIBRA OPTICA,14126170,291
CORDOBA,San Alberto,San Vicente,WIRELESS,14126170,307
CORDOBA,San Alberto,Sauce Arriba,WIRELESS,14126180,381
CORDOBA,San Alberto,Villa Cura Brochero,CABLEMODEM,14126200,5459
CORDOBA,San Alberto,Villa Cura Brochero,FIBRA OPTICA,14126200,1220
CORDOBA,San Alberto,Villa Cura Brochero,Otros,14126200,410
CORDOBA,San Alberto,Villa Cura Brochero,WIRELESS,14126200,7323
CORDOBA,San Alberto,Villa Sarmiento,ADSL,14126210,352
CORDOBA,San Alberto,Villa Sarmiento,WIRELESS,14126210,87
CORDOBA,San Javier,Conlara,WIRELESS,14133010,54064
CORDOBA,San Javier,Cruz Caña,WIRELESS,14133030,21206
CORDOBA,San Javier,Dos Arroyos,WIRELESS,14133040,367
CORDOBA,San Javier,El Pantanillo,WIRELESS,14133050,6883
CORDOBA,San Javier,La Paz,SATELITAL,14133060,17
CORDOBA,San Javier,La Paz,WIRELESS,14133060,789
CORDOBA,San Javier,La Población,WIRELESS,14133070,41
CORDOBA,San Javier,La Ramada,WIRELESS,14133080,2961
CORDOBA,San Javier,La Travesía,WIRELESS,14133090,1
CORDOBA,San Javier,Las Chacras,FIBRA OPTICA,14133095,8350
CORDOBA,San Javier,Las Tapias,WIRELESS,14133100,8531
CORDOBA,San Javier,Loma Bola,WIRELESS,14133105,793
CORDOBA,San Javier,Los Cerrillos,WIRELESS,14133110,41
CORDOBA,San Javier,Los Hornillos,ADSL,14133120,16
CORDOBA,San Javier,Los Hornillos,WIRELESS,14133120,5020
CORDOBA,San Javier,Los Molles,WIRELESS,14133130,11
CORDOBA,San Javier,Los Romeros,WIRELESS,14133040,11
CORDOBA,San Javier,Luyaba,WIRELESS,14133150,318
CORDOBA,San Javier,Quebracho Ladeado,WIRELESS,14133155,516
CORDOBA,San Javier,Quebrada de los Pozos,SATELITAL,14133160,2
CORDOBA,San Javier,Quebrada de los Pozos,WIRELESS,14133160,3
CORDOBA,San Javier,San Javier y Yacanto,WIRELESS,14133170,3740
CORDOBA,San Javier,San José,WIRELESS,14133180,1872
CORDOBA,San Javier,Villa de las Rosas,WIRELESS,14133190,420
CORDOBA,San Javier,Villa Dolores,ADSL,14133200,4513
CORDOBA,San Javier,Villa Dolores,CABLEMODEM,14133200,8305
CORDOBA,San Javier,Villa Dolores,FIBRA OPTICA,14133200,4
CORDOBA,San Javier,Villa Dolores,WIRELESS,14133200,4422
CORDOBA,San Javier,Villa La Viña,WIRELESS,14133210,11215
CORDOBA,San Justo,Alicia,CABLEMODEM,14140010,8738
CORDOBA,San Justo,Alicia,FIBRA OPTICA,14140010,228
CORDOBA,San Justo,Alicia,Otros,14140010,203
CORDOBA,San Justo,Alicia,SATELITAL,14140010,998
CORDOBA,San Justo,Alicia,WIRELESS,14140010,3915
CORDOBA,San Justo,Altos de Chipión,FIBRA OPTICA,14140020,272
CORDOBA,San Justo,Altos de Chipión,Otros,14140020,254
CORDOBA,San Justo,Altos de Chipión,SATELITAL,14140020,114
CORDOBA,San Justo,Arroyito,ADSL,14140030,2682
CORDOBA,San Justo,Arroyito,CABLEMODEM,14140030,60
CORDOBA,San Justo,Arroyito,FIBRA OPTICA,14140030,294
CORDOBA,San Justo,Arroyito,SATELITAL,14140030,28
CORDOBA,San Justo,Arroyito,WIMAX,14140030,1
CORDOBA,San Justo,Arroyito,WIRELESS,14140030,570
CORDOBA,San Justo,Brinkmann,ADSL,14140050,1
CORDOBA,San Justo,Brinkmann,FIBRA OPTICA,14140050,1
CORDOBA,San Justo,Colonia Anita,WIRELESS,14140060,671
CORDOBA,San Justo,Colonia Las Pichanas,WIRELESS,14140080,19
CORDOBA,San Justo,Colonia Marina,FIBRA OPTICA,14140090,20
CORDOBA,San Justo,Colonia Marina,Otros,14140090,1236
CORDOBA,San Justo,Colonia Marina,SATELITAL,14140090,118
CORDOBA,San Justo,Colonia Marina,WIRELESS,14140090,5861
CORDOBA,San Justo,Colonia San Bartolomé,FIBRA OPTICA,14140110,2271
CORDOBA,San Justo,Colonia San Bartolomé,WIRELESS,14140110,448
CORDOBA,San Justo,Colonia Valtelina,Otros,14140140,1013
CORDOBA,San Justo,Colonia Vignaud,ADSL,14140150,10667
CORDOBA,San Justo,Colonia Vignaud,FIBRA OPTICA,14140150,146
CORDOBA,San Justo,Devoto,ADSL,14140160,146
CORDOBA,San Justo,Devoto,FIBRA OPTICA,14140160,2
CORDOBA,San Justo,Devoto,Otros,14140160,24732
CORDOBA,San Justo,El Arañado,CABLEMODEM,14140170,13218
CORDOBA,San Justo,El Arañado,SATELITAL,14140170,1
CORDOBA,San Justo,El Arañado,WIRELESS,14140170,2439
CORDOBA,San Justo,El Fortín,CABLEMODEM,14140180,9865
CORDOBA,San Justo,El Fortín,WIRELESS,14140180,1
CORDOBA,San Justo,El Fuertecito,CABLEMODEM,14140190,537
CORDOBA,San Justo,El Fuertecito,FIBRA OPTICA,14140190,84
CORDOBA,San Justo,El Fuertecito,WIMAX,14140190,1011
CORDOBA,San Justo,El Fuertecito,WIRELESS,14140190,12
CORDOBA,San Justo,El Tío,ADSL,14140200,2
CORDOBA,San Justo,El Tío,CABLEMODEM,14140200,76119
CORDOBA,San Justo,El Tío,FIBRA OPTICA,14140200,1
CORDOBA,San Justo,El Tío,WIRELESS,14140200,70315
CORDOBA,San Justo,Estación Luxardo,WIRELESS,14140210,1
CORDOBA,San Justo,Freyre,ADSL,14140220,3
CORDOBA,San Justo,Freyre,CABLEMODEM,14140220,41218
CORDOBA,San Justo,Freyre,FIBRA OPTICA,14140220,3460
CORDOBA,San Justo,Freyre,Otros,14140220,887
CORDOBA,San Justo,Freyre,WIRELESS,14140220,5
CORDOBA,San Justo,La Francia,ADSL,14140230,28
CORDOBA,San Justo,La Francia,FIBRA OPTICA,14140230,125147
CORDOBA,San Justo,La Francia,WIRELESS,14140230,18
CORDOBA,San Justo,La Paquita,ADSL,14140240,25815
CORDOBA,San Justo,La Paquita,Otros,14140240,169
CORDOBA,San Justo,La Paquita,WIRELESS,14140240,4611
CORDOBA,San Justo,La Tordilla,ADSL,14140250,17899
CORDOBA,San Justo,La Tordilla,WIRELESS,14140250,141
CORDOBA,San Justo,Las Varas,FIBRA OPTICA,14140260,19520
CORDOBA,San Justo,Las Varas,Otros,14140260,21
CORDOBA,San Justo,Las Varillas,ADSL,14140270,43554
CORDOBA,San Justo,Las Varillas,FIBRA OPTICA,14140270,41735
CORDOBA,San Justo,Las Varillas,SATELITAL,14140270,13365
CORDOBA,San Justo,Marull,FIBRA OPTICA,14140280,83
CORDOBA,San Justo,Marull,SATELITAL,14140280,27327
CORDOBA,San Justo,Marull,WIRELESS,14140280,75439
CORDOBA,San Justo,Miramar,CABLEMODEM,14140290,11286
CORDOBA,San Justo,Miramar,Otros,14140290,53
CORDOBA,San Justo,Miramar,WIRELESS,14140290,63826
CORDOBA,San Justo,Morteros,ADSL,14140300,688
CORDOBA,San Justo,Morteros,FIBRA OPTICA,14140300,157372
CORDOBA,San Justo,Plaza Luxardo,WIRELESS,14140310,10
CORDOBA,San Justo,Plaza San Francisco,WIRELESS,14140320,21114
CORDOBA,San Justo,Porteña,ADSL,14140330,238
CORDOBA,San Justo,Porteña,FIBRA OPTICA,14140330,149
CORDOBA,San Justo,Porteña,Otros,14140330,94414
CORDOBA,San Justo,Porteña,WIRELESS,14140330,231
CORDOBA,San Justo,Quebracho Herrado,WIRELESS,14140340,2
CORDOBA,San Justo,Sacanta,CABLEMODEM,14140350,1080
CORDOBA,San Justo,Sacanta,FIBRA OPTICA,14140350,124540
CORDOBA,San Justo,Sacanta,Otros,14140350,2
CORDOBA,San Justo,Sacanta,SATELITAL,14140350,1
CORDOBA,San Justo,Sacanta,WIRELESS,14140350,20
CORDOBA,San Justo,San Francisco,ADSL,14140360,106
CORDOBA,San Justo,San Francisco,CABLEMODEM,14140360,42701
CORDOBA,San Justo,San Francisco,FIBRA OPTICA,14140360,782651
CORDOBA,San Justo,San Francisco,Otros,14140360,1611
CORDOBA,San Justo,San Francisco,WIRELESS,14140360,16
CORDOBA,San Justo,Saturnino María Laspiur,CABLEMODEM,14140370,1373
CORDOBA,San Justo,Saturnino María Laspiur,SATELITAL,14140370,30
CORDOBA,San Justo,Saturnino María Laspiur,WIRELESS,14140370,5574
CORDOBA,San Justo,Seeber,ADSL,14140380,9
CORDOBA,San Justo,Seeber,Otros,14140380,659
CORDOBA,San Justo,Toro Pujio,ADSL,14140390,1
CORDOBA,San Justo,Transito,CABLEMODEM,Sin Datos,504344
CORDOBA,San Justo,Transito,FIBRA OPTICA,Sin Datos,1
CORDOBA,San Justo,Tránsito,ADSL,14140400,255
CORDOBA,San Justo,Tránsito,WIRELESS,14140400,59
CORDOBA,San Justo,Villa Concepción del Tío,CABLEMODEM,14140420,75495
CORDOBA,San Justo,Villa Concepción del Tío,WIRELESS,14140420,78
CORDOBA,San Justo,Villa del Tránsito,WIRELESS,14140430,90
CORDOBA,San Justo,Villa San Esteban,WIRELESS,14140440,7238
CORDOBA,Santa María,Alta Gracia,ADSL,14147010,1599
CORDOBA,Santa María,Alta Gracia,CABLEMODEM,14147010,9092
CORDOBA,Santa María,Alta Gracia,FIBRA OPTICA,14147010,16
CORDOBA,Santa María,Alta Gracia,Otros,14147010,3
CORDOBA,Santa María,Alta Gracia,WIRELESS,14147010,865122
CORDOBA,Santa María,Anisacate,ADSL,14147020,14
CORDOBA,Santa María,Anisacate,WIRELESS,14147020,496
CORDOBA,Santa María,Campos Del Virrey,FIBRA OPTICA,14147055,2
CORDOBA,Santa María,Despeñaderos,ADSL,14147080,484778
CORDOBA,Santa María,Despeñaderos,FIBRA OPTICA,14147080,1211
CORDOBA,Santa María,Despeñaderos,WIRELESS,14147080,7739
CORDOBA,Santa María,José de la Quintana,WIRELESS,14147115,3
CORDOBA,Santa María,La Cumbrecita,WIRELESS,14147280,1
CORDOBA,Santa María,La Donosa,WIRELESS,14147280,938
CORDOBA,Santa María,La Paisanita,ADSL,14147150,41
CORDOBA,Santa María,Malagueño,ADSL,14147210,258
CORDOBA,Santa María,Malagueño,FIBRA OPTICA,14147210,15
CORDOBA,Santa María,Malagueño,WIRELESS,14147210,1060257
CORDOBA,Santa María,OTROS,WIRELESS,Sin Datos,27
CORDOBA,Santa María,Potrero de Garay,FIBRA OPTICA,14147230,965
CORDOBA,Santa María,Potrero de Garay,WIRELESS,14147230,5
CORDOBA,Santa María,San Nicolás,ADSL,14147260,149680
CORDOBA,Santa María,Toledo,ADSL,14147280,663
CORDOBA,Santa María,Toledo,FIBRA OPTICA,14147280,12163
CORDOBA,Santa María,Toledo,WIRELESS,14147280,563
CORDOBA,Santa María,Valle de Anisacate,WIRELESS,14147300,156691
CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),WIRELESS,14147310,31
CORDOBA,Santa María,Villa del Prado,WIRELESS,14147320,451
CORDOBA,Santa María,Villa La Bolsa,WIRELESS,14147330,34
CORDOBA,Santa María,Villa Los Aromos,ADSL,14147340,1307
CORDOBA,Santa María,Villa Los Aromos,WIRELESS,14147340,4111
CORDOBA,Santa María,Villa Parque Santa Ana,ADSL,14147350,249
CORDOBA,Santa María,Villa San Isidro - José de la Quintana,WIRELESS,14147360,3971
